"","instant","dteday","season","yr","mnth","holiday","weekday","workingday","weathersit","temp","atemp","hum","windspeed","count","cnt","type"
"1131",400,"2012-02-04","winter",1,2,0,"Sat",0,2,0.264167,0.272725,0.779583,0.121896,2448,2832,"registered"
"1132",401,"2012-02-05","winter",1,2,0,"Sun",0,2,0.265833,0.264521,0.687917,0.175996,2629,2947,"registered"
"1133",402,"2012-02-06","winter",1,2,0,"Mon",1,1,0.282609,0.296426,0.622174,0.1538,3578,3784,"registered"
"1134",403,"2012-02-07","winter",1,2,0,"Tues",1,1,0.354167,0.361104,0.49625,0.147379,4176,4375,"registered"
"1135",404,"2012-02-08","winter",1,2,0,"Wed",1,2,0.256667,0.266421,0.722917,0.133721,2693,2802,"registered"
"1136",405,"2012-02-09","winter",1,2,0,"Thu",1,1,0.265,0.261988,0.562083,0.194037,3667,3830,"registered"
"1137",406,"2012-02-10","winter",1,2,0,"Fri",1,2,0.280833,0.293558,0.54,0.116929,3604,3831,"registered"
"1138",407,"2012-02-11","winter",1,2,0,"Sat",0,3,0.224167,0.210867,0.73125,0.289796,1977,2169,"registered"
"1139",408,"2012-02-12","winter",1,2,0,"Sun",0,1,0.1275,0.101658,0.464583,0.409212,1456,1529,"registered"
"1140",409,"2012-02-13","winter",1,2,0,"Mon",1,1,0.2225,0.227913,0.41125,0.167283,3328,3422,"registered"
"1141",410,"2012-02-14","winter",1,2,0,"Tues",1,2,0.319167,0.333946,0.50875,0.141179,3787,3922,"registered"
"1142",411,"2012-02-15","winter",1,2,0,"Wed",1,1,0.348333,0.351629,0.53125,0.1816,4028,4169,"registered"
"1143",412,"2012-02-16","winter",1,2,0,"Thu",1,2,0.316667,0.330162,0.752917,0.091425,2931,3005,"registered"
"1144",413,"2012-02-17","winter",1,2,0,"Fri",1,1,0.343333,0.351629,0.634583,0.205846,3805,4154,"registered"
"1145",414,"2012-02-18","winter",1,2,0,"Sat",0,1,0.346667,0.355425,0.534583,0.190929,2883,4318,"registered"
"1146",415,"2012-02-19","winter",1,2,0,"Sun",0,2,0.28,0.265788,0.515833,0.253112,2071,2689,"registered"
"1147",416,"2012-02-20","winter",1,2,1,"Mon",0,1,0.28,0.273391,0.507826,0.229083,2627,3129,"registered"
"1148",417,"2012-02-21","winter",1,2,0,"Tues",1,1,0.287826,0.295113,0.594348,0.205717,3614,3777,"registered"
"1149",418,"2012-02-22","winter",1,2,0,"Wed",1,1,0.395833,0.392667,0.567917,0.234471,4379,4773,"registered"
"1150",419,"2012-02-23","winter",1,2,0,"Thu",1,1,0.454167,0.444446,0.554583,0.190913,4546,5062,"registered"
"1151",420,"2012-02-24","winter",1,2,0,"Fri",1,2,0.4075,0.410971,0.7375,0.237567,3241,3487,"registered"
"1152",421,"2012-02-25","winter",1,2,0,"Sat",0,1,0.290833,0.255675,0.395833,0.421642,2415,2732,"registered"
"1153",422,"2012-02-26","winter",1,2,0,"Sun",0,1,0.279167,0.268308,0.41,0.205229,2874,3389,"registered"
"1154",423,"2012-02-27","winter",1,2,0,"Mon",1,1,0.366667,0.357954,0.490833,0.268033,4069,4322,"registered"
"1155",424,"2012-02-28","winter",1,2,0,"Tues",1,1,0.359167,0.353525,0.395833,0.193417,4134,4363,"registered"
"1156",425,"2012-02-29","winter",1,2,0,"Wed",1,2,0.344348,0.34847,0.804783,0.179117,1769,1834,"registered"
"1157",426,"2012-03-01","winter",1,3,0,"Thu",1,1,0.485833,0.475371,0.615417,0.226987,4665,4990,"registered"
"1158",427,"2012-03-02","winter",1,3,0,"Fri",1,2,0.353333,0.359842,0.657083,0.144904,2948,3194,"registered"
"1159",428,"2012-03-03","winter",1,3,0,"Sat",0,2,0.414167,0.413492,0.62125,0.161079,3110,4066,"registered"
"1160",429,"2012-03-04","winter",1,3,0,"Sun",0,1,0.325833,0.303021,0.403333,0.334571,2713,3423,"registered"
"1161",430,"2012-03-05","winter",1,3,0,"Mon",1,1,0.243333,0.241171,0.50625,0.228858,3130,3333,"registered"
"1162",431,"2012-03-06","winter",1,3,0,"Tues",1,1,0.258333,0.255042,0.456667,0.200875,3735,3956,"registered"
"1163",432,"2012-03-07","winter",1,3,0,"Wed",1,1,0.404167,0.3851,0.513333,0.345779,4484,4916,"registered"
"1164",433,"2012-03-08","winter",1,3,0,"Thu",1,1,0.5275,0.524604,0.5675,0.441563,4896,5382,"registered"
"1165",434,"2012-03-09","winter",1,3,0,"Fri",1,2,0.410833,0.397083,0.407083,0.4148,4122,4569,"registered"
"1166",435,"2012-03-10","winter",1,3,0,"Sat",0,1,0.2875,0.277767,0.350417,0.22575,3150,4118,"registered"
"1167",436,"2012-03-11","winter",1,3,0,"Sun",0,1,0.361739,0.35967,0.476957,0.222587,3253,4911,"registered"
"1168",437,"2012-03-12","winter",1,3,0,"Mon",1,1,0.466667,0.459592,0.489167,0.207713,4460,5298,"registered"
"1169",438,"2012-03-13","winter",1,3,0,"Tues",1,1,0.565,0.542929,0.6175,0.23695,5085,5847,"registered"
"1170",439,"2012-03-14","winter",1,3,0,"Wed",1,1,0.5725,0.548617,0.507083,0.115062,5315,6312,"registered"
"1171",440,"2012-03-15","winter",1,3,0,"Thu",1,1,0.5575,0.532825,0.579583,0.149883,5187,6192,"registered"
"1172",441,"2012-03-16","winter",1,3,0,"Fri",1,2,0.435833,0.436229,0.842083,0.113192,3830,4378,"registered"
"1173",442,"2012-03-17","winter",1,3,0,"Sat",0,2,0.514167,0.505046,0.755833,0.110704,4681,7836,"registered"
"1174",443,"2012-03-18","winter",1,3,0,"Sun",0,2,0.4725,0.464,0.81,0.126883,3685,5892,"registered"
"1175",444,"2012-03-19","winter",1,3,0,"Mon",1,1,0.545,0.532821,0.72875,0.162317,5171,6153,"registered"
"1176",445,"2012-03-20","winter",1,3,0,"Tues",1,1,0.560833,0.538533,0.807917,0.121271,5042,6093,"registered"
"1177",446,"2012-03-21","spring",1,3,0,"Wed",1,2,0.531667,0.513258,0.82125,0.0895583,5108,6230,"registered"
"1178",447,"2012-03-22","spring",1,3,0,"Thu",1,1,0.554167,0.531567,0.83125,0.117562,5537,6871,"registered"
"1179",448,"2012-03-23","spring",1,3,0,"Fri",1,2,0.601667,0.570067,0.694167,0.1163,5893,8362,"registered"
"1180",449,"2012-03-24","spring",1,3,0,"Sat",0,2,0.5025,0.486733,0.885417,0.192783,2339,3372,"registered"
"1181",450,"2012-03-25","spring",1,3,0,"Sun",0,2,0.4375,0.437488,0.880833,0.220775,3464,4996,"registered"
"1182",451,"2012-03-26","spring",1,3,0,"Mon",1,1,0.445833,0.43875,0.477917,0.386821,4763,5558,"registered"
"1183",452,"2012-03-27","spring",1,3,0,"Tues",1,1,0.323333,0.315654,0.29,0.187192,4571,5102,"registered"
"1184",453,"2012-03-28","spring",1,3,0,"Wed",1,1,0.484167,0.47095,0.48125,0.291671,5024,5698,"registered"
"1185",454,"2012-03-29","spring",1,3,0,"Thu",1,1,0.494167,0.482304,0.439167,0.31965,5299,6133,"registered"
"1186",455,"2012-03-30","spring",1,3,0,"Fri",1,2,0.37,0.375621,0.580833,0.138067,4663,5459,"registered"
"1187",456,"2012-03-31","spring",1,3,0,"Sat",0,2,0.424167,0.421708,0.738333,0.250617,3934,6235,"registered"
"1188",457,"2012-04-01","spring",1,4,0,"Sun",0,2,0.425833,0.417287,0.67625,0.172267,3694,6041,"registered"
"1189",458,"2012-04-02","spring",1,4,0,"Mon",1,1,0.433913,0.427513,0.504348,0.312139,4728,5936,"registered"
"1190",459,"2012-04-03","spring",1,4,0,"Tues",1,1,0.466667,0.461483,0.396667,0.100133,5424,6772,"registered"
"1191",460,"2012-04-04","spring",1,4,0,"Wed",1,1,0.541667,0.53345,0.469583,0.180975,5378,6436,"registered"
"1192",461,"2012-04-05","spring",1,4,0,"Thu",1,1,0.435,0.431163,0.374167,0.219529,5265,6457,"registered"
"1193",462,"2012-04-06","spring",1,4,0,"Fri",1,1,0.403333,0.390767,0.377083,0.300388,4653,6460,"registered"
"1194",463,"2012-04-07","spring",1,4,0,"Sat",0,1,0.4375,0.426129,0.254167,0.274871,3605,6857,"registered"
"1195",464,"2012-04-08","spring",1,4,0,"Sun",0,1,0.5,0.492425,0.275833,0.232596,2939,5169,"registered"
"1196",465,"2012-04-09","spring",1,4,0,"Mon",1,1,0.489167,0.476638,0.3175,0.358196,4680,5585,"registered"
"1197",466,"2012-04-10","spring",1,4,0,"Tues",1,1,0.446667,0.436233,0.435,0.249375,5099,5918,"registered"
"1198",467,"2012-04-11","spring",1,4,0,"Wed",1,1,0.348696,0.337274,0.469565,0.295274,4380,4862,"registered"
"1199",468,"2012-04-12","spring",1,4,0,"Thu",1,1,0.3975,0.387604,0.46625,0.290429,4746,5409,"registered"
"1200",469,"2012-04-13","spring",1,4,0,"Fri",1,1,0.4425,0.431808,0.408333,0.155471,5146,6398,"registered"
"1201",470,"2012-04-14","spring",1,4,0,"Sat",0,1,0.495,0.487996,0.502917,0.190917,4665,7460,"registered"
"1202",471,"2012-04-15","spring",1,4,0,"Sun",0,1,0.606667,0.573875,0.507917,0.225129,4286,7132,"registered"
"1203",472,"2012-04-16","spring",1,4,1,"Mon",0,1,0.664167,0.614925,0.561667,0.284829,5172,6370,"registered"
"1204",473,"2012-04-17","spring",1,4,0,"Tues",1,1,0.608333,0.598487,0.390417,0.273629,5702,6691,"registered"
"1205",474,"2012-04-18","spring",1,4,0,"Wed",1,2,0.463333,0.457038,0.569167,0.167912,4020,4367,"registered"
"1206",475,"2012-04-19","spring",1,4,0,"Thu",1,1,0.498333,0.493046,0.6125,0.0659292,5719,6565,"registered"
"1207",476,"2012-04-20","spring",1,4,0,"Fri",1,1,0.526667,0.515775,0.694583,0.149871,5950,7290,"registered"
"1208",477,"2012-04-21","spring",1,4,0,"Sat",0,1,0.57,0.542921,0.682917,0.283587,4083,6624,"registered"
"1209",478,"2012-04-22","spring",1,4,0,"Sun",0,3,0.396667,0.389504,0.835417,0.344546,907,1027,"registered"
"1210",479,"2012-04-23","spring",1,4,0,"Mon",1,2,0.321667,0.301125,0.766667,0.303496,3019,3214,"registered"
"1211",480,"2012-04-24","spring",1,4,0,"Tues",1,1,0.413333,0.405283,0.454167,0.249383,5115,5633,"registered"
"1212",481,"2012-04-25","spring",1,4,0,"Wed",1,1,0.476667,0.470317,0.427917,0.118792,5541,6196,"registered"
"1213",482,"2012-04-26","spring",1,4,0,"Thu",1,2,0.498333,0.483583,0.756667,0.176625,4551,5026,"registered"
"1214",483,"2012-04-27","spring",1,4,0,"Fri",1,1,0.4575,0.452637,0.400833,0.347633,5219,6233,"registered"
"1215",484,"2012-04-28","spring",1,4,0,"Sat",0,2,0.376667,0.377504,0.489583,0.129975,3100,4220,"registered"
"1216",485,"2012-04-29","spring",1,4,0,"Sun",0,1,0.458333,0.450121,0.587083,0.116908,4075,6304,"registered"
"1217",486,"2012-04-30","spring",1,4,0,"Mon",1,2,0.464167,0.457696,0.57,0.171638,4907,5572,"registered"
"1218",487,"2012-05-01","spring",1,5,0,"Tues",1,2,0.613333,0.577021,0.659583,0.156096,5087,5740,"registered"
"1219",488,"2012-05-02","spring",1,5,0,"Wed",1,1,0.564167,0.537896,0.797083,0.138058,5502,6169,"registered"
"1220",489,"2012-05-03","spring",1,5,0,"Thu",1,2,0.56,0.537242,0.768333,0.133696,5657,6421,"registered"
"1221",490,"2012-05-04","spring",1,5,0,"Fri",1,1,0.6275,0.590917,0.735417,0.162938,5227,6296,"registered"
"1222",491,"2012-05-05","spring",1,5,0,"Sat",0,2,0.621667,0.584608,0.756667,0.152992,4387,6883,"registered"
"1223",492,"2012-05-06","spring",1,5,0,"Sun",0,2,0.5625,0.546737,0.74,0.149879,4224,6359,"registered"
"1224",493,"2012-05-07","spring",1,5,0,"Mon",1,2,0.5375,0.527142,0.664167,0.230721,5265,6273,"registered"
"1225",494,"2012-05-08","spring",1,5,0,"Tues",1,2,0.581667,0.557471,0.685833,0.296029,4990,5728,"registered"
"1226",495,"2012-05-09","spring",1,5,0,"Wed",1,2,0.575,0.553025,0.744167,0.216412,4097,4717,"registered"
"1227",496,"2012-05-10","spring",1,5,0,"Thu",1,1,0.505833,0.491783,0.552083,0.314063,5546,6572,"registered"
"1228",497,"2012-05-11","spring",1,5,0,"Fri",1,1,0.533333,0.520833,0.360417,0.236937,5711,7030,"registered"
"1229",498,"2012-05-12","spring",1,5,0,"Sat",0,1,0.564167,0.544817,0.480417,0.123133,4807,7429,"registered"
"1230",499,"2012-05-13","spring",1,5,0,"Sun",0,1,0.6125,0.585238,0.57625,0.225117,3946,6118,"registered"
"1231",500,"2012-05-14","spring",1,5,0,"Mon",1,2,0.573333,0.5499,0.789583,0.212692,2501,2843,"registered"
"1232",501,"2012-05-15","spring",1,5,0,"Tues",1,2,0.611667,0.576404,0.794583,0.147392,4490,5115,"registered"
"1233",502,"2012-05-16","spring",1,5,0,"Wed",1,1,0.636667,0.595975,0.697917,0.122512,6433,7424,"registered"
"1234",503,"2012-05-17","spring",1,5,0,"Thu",1,1,0.593333,0.572613,0.52,0.229475,6142,7384,"registered"
"1235",504,"2012-05-18","spring",1,5,0,"Fri",1,1,0.564167,0.551121,0.523333,0.136817,6118,7639,"registered"
"1236",505,"2012-05-19","spring",1,5,0,"Sat",0,1,0.6,0.566908,0.45625,0.083975,4884,8294,"registered"
"1237",506,"2012-05-20","spring",1,5,0,"Sun",0,1,0.620833,0.583967,0.530417,0.254367,4425,7129,"registered"
"1238",507,"2012-05-21","spring",1,5,0,"Mon",1,2,0.598333,0.565667,0.81125,0.233204,3729,4359,"registered"
"1239",508,"2012-05-22","spring",1,5,0,"Tues",1,2,0.615,0.580825,0.765833,0.118167,5254,6073,"registered"
"1240",509,"2012-05-23","spring",1,5,0,"Wed",1,2,0.621667,0.584612,0.774583,0.102,4494,5260,"registered"
"1241",510,"2012-05-24","spring",1,5,0,"Thu",1,1,0.655,0.6067,0.716667,0.172896,5711,6770,"registered"
"1242",511,"2012-05-25","spring",1,5,0,"Fri",1,1,0.68,0.627529,0.747083,0.14055,5317,6734,"registered"
"1243",512,"2012-05-26","spring",1,5,0,"Sat",0,1,0.6925,0.642696,0.7325,0.198992,3681,6536,"registered"
"1244",513,"2012-05-27","spring",1,5,0,"Sun",0,1,0.69,0.641425,0.697083,0.215171,3308,6591,"registered"
"1245",514,"2012-05-28","spring",1,5,1,"Mon",0,1,0.7125,0.6793,0.67625,0.196521,3486,6043,"registered"
"1246",515,"2012-05-29","spring",1,5,0,"Tues",1,1,0.7225,0.672992,0.684583,0.2954,4863,5743,"registered"
"1247",516,"2012-05-30","spring",1,5,0,"Wed",1,2,0.656667,0.611129,0.67,0.134329,6110,6855,"registered"
"1248",517,"2012-05-31","spring",1,5,0,"Thu",1,1,0.68,0.631329,0.492917,0.195279,6238,7338,"registered"
"1249",518,"2012-06-01","spring",1,6,0,"Fri",1,2,0.654167,0.607962,0.755417,0.237563,3594,4127,"registered"
"1250",519,"2012-06-02","spring",1,6,0,"Sat",0,1,0.583333,0.566288,0.549167,0.186562,5325,8120,"registered"
"1251",520,"2012-06-03","spring",1,6,0,"Sun",0,1,0.6025,0.575133,0.493333,0.184087,5147,7641,"registered"
"1252",521,"2012-06-04","spring",1,6,0,"Mon",1,1,0.5975,0.578283,0.487083,0.284833,5927,6998,"registered"
"1253",522,"2012-06-05","spring",1,6,0,"Tues",1,2,0.540833,0.525892,0.613333,0.209575,6033,7001,"registered"
"1254",523,"2012-06-06","spring",1,6,0,"Wed",1,1,0.554167,0.542292,0.61125,0.077125,6028,7055,"registered"
"1255",524,"2012-06-07","spring",1,6,0,"Thu",1,1,0.6025,0.569442,0.567083,0.15735,6456,7494,"registered"
"1256",525,"2012-06-08","spring",1,6,0,"Fri",1,1,0.649167,0.597862,0.467917,0.175383,6248,7736,"registered"
"1257",526,"2012-06-09","spring",1,6,0,"Sat",0,1,0.710833,0.648367,0.437083,0.144287,4790,7498,"registered"
"1258",527,"2012-06-10","spring",1,6,0,"Sun",0,1,0.726667,0.663517,0.538333,0.133721,4374,6598,"registered"
"1259",528,"2012-06-11","spring",1,6,0,"Mon",1,2,0.720833,0.659721,0.587917,0.207713,5647,6664,"registered"
"1260",529,"2012-06-12","spring",1,6,0,"Tues",1,2,0.653333,0.597875,0.833333,0.214546,4495,4972,"registered"
"1261",530,"2012-06-13","spring",1,6,0,"Wed",1,1,0.655833,0.611117,0.582083,0.343279,6248,7421,"registered"
"1262",531,"2012-06-14","spring",1,6,0,"Thu",1,1,0.648333,0.624383,0.569583,0.253733,6183,7363,"registered"
"1263",532,"2012-06-15","spring",1,6,0,"Fri",1,1,0.639167,0.599754,0.589583,0.176617,6102,7665,"registered"
"1264",533,"2012-06-16","spring",1,6,0,"Sat",0,1,0.631667,0.594708,0.504167,0.166667,4739,7702,"registered"
"1265",534,"2012-06-17","spring",1,6,0,"Sun",0,1,0.5925,0.571975,0.59875,0.144904,4344,6978,"registered"
"1266",535,"2012-06-18","spring",1,6,0,"Mon",1,2,0.568333,0.544842,0.777917,0.174746,4446,5099,"registered"
"1267",536,"2012-06-19","spring",1,6,0,"Tues",1,1,0.688333,0.654692,0.69,0.148017,5857,6825,"registered"
"1268",537,"2012-06-20","spring",1,6,0,"Wed",1,1,0.7825,0.720975,0.592083,0.113812,5339,6211,"registered"
"1269",538,"2012-06-21","summer",1,6,0,"Thu",1,1,0.805833,0.752542,0.567917,0.118787,5127,5905,"registered"
"1270",539,"2012-06-22","summer",1,6,0,"Fri",1,1,0.7775,0.724121,0.57375,0.182842,4859,5823,"registered"
"1271",540,"2012-06-23","summer",1,6,0,"Sat",0,1,0.731667,0.652792,0.534583,0.179721,4801,7458,"registered"
"1272",541,"2012-06-24","summer",1,6,0,"Sun",0,1,0.743333,0.674254,0.479167,0.145525,4340,6891,"registered"
"1273",542,"2012-06-25","summer",1,6,0,"Mon",1,1,0.715833,0.654042,0.504167,0.300383,5640,6779,"registered"
"1274",543,"2012-06-26","summer",1,6,0,"Tues",1,1,0.630833,0.594704,0.373333,0.347642,6365,7442,"registered"
"1275",544,"2012-06-27","summer",1,6,0,"Wed",1,1,0.6975,0.640792,0.36,0.271775,6258,7335,"registered"
"1276",545,"2012-06-28","summer",1,6,0,"Thu",1,1,0.749167,0.675512,0.4225,0.17165,5958,6879,"registered"
"1277",546,"2012-06-29","summer",1,6,0,"Fri",1,1,0.834167,0.786613,0.48875,0.165417,4634,5463,"registered"
"1278",547,"2012-06-30","summer",1,6,0,"Sat",0,1,0.765,0.687508,0.60125,0.161071,4232,5687,"registered"
"1279",548,"2012-07-01","summer",1,7,0,"Sun",0,1,0.815833,0.750629,0.51875,0.168529,4110,5531,"registered"
"1280",549,"2012-07-02","summer",1,7,0,"Mon",1,1,0.781667,0.702038,0.447083,0.195267,5323,6227,"registered"
"1281",550,"2012-07-03","summer",1,7,0,"Tues",1,1,0.780833,0.70265,0.492083,0.126237,5608,6660,"registered"
"1282",551,"2012-07-04","summer",1,7,1,"Wed",0,1,0.789167,0.732337,0.53875,0.13495,4841,7403,"registered"
"1283",552,"2012-07-05","summer",1,7,0,"Thu",1,1,0.8275,0.761367,0.457917,0.194029,4836,6241,"registered"
"1284",553,"2012-07-06","summer",1,7,0,"Fri",1,1,0.828333,0.752533,0.450833,0.146142,4841,6207,"registered"
"1285",554,"2012-07-07","summer",1,7,0,"Sat",0,1,0.861667,0.804913,0.492083,0.163554,3392,4840,"registered"
"1286",555,"2012-07-08","summer",1,7,0,"Sun",0,1,0.8225,0.790396,0.57375,0.125629,3469,4672,"registered"
"1287",556,"2012-07-09","summer",1,7,0,"Mon",1,2,0.710833,0.654054,0.683333,0.180975,5571,6569,"registered"
"1288",557,"2012-07-10","summer",1,7,0,"Tues",1,2,0.720833,0.664796,0.6675,0.151737,5336,6290,"registered"
"1289",558,"2012-07-11","summer",1,7,0,"Wed",1,1,0.716667,0.650271,0.633333,0.151733,6289,7264,"registered"
"1290",559,"2012-07-12","summer",1,7,0,"Thu",1,1,0.715833,0.654683,0.529583,0.146775,6414,7446,"registered"
"1291",560,"2012-07-13","summer",1,7,0,"Fri",1,2,0.731667,0.667933,0.485833,0.08085,5988,7499,"registered"
"1292",561,"2012-07-14","summer",1,7,0,"Sat",0,2,0.703333,0.666042,0.699167,0.143679,4614,6969,"registered"
"1293",562,"2012-07-15","summer",1,7,0,"Sun",0,1,0.745833,0.705196,0.717917,0.166667,4111,6031,"registered"
"1294",563,"2012-07-16","summer",1,7,0,"Mon",1,1,0.763333,0.724125,0.645,0.164187,5742,6830,"registered"
"1295",564,"2012-07-17","summer",1,7,0,"Tues",1,1,0.818333,0.755683,0.505833,0.114429,5865,6786,"registered"
"1296",565,"2012-07-18","summer",1,7,0,"Wed",1,1,0.793333,0.745583,0.577083,0.137442,4914,5713,"registered"
"1297",566,"2012-07-19","summer",1,7,0,"Thu",1,1,0.77,0.714642,0.600417,0.165429,5703,6591,"registered"
"1298",567,"2012-07-20","summer",1,7,0,"Fri",1,2,0.665833,0.613025,0.844167,0.208967,5123,5870,"registered"
"1299",568,"2012-07-21","summer",1,7,0,"Sat",0,3,0.595833,0.549912,0.865417,0.2133,3195,4459,"registered"
"1300",569,"2012-07-22","summer",1,7,0,"Sun",0,2,0.6675,0.623125,0.7625,0.0939208,4866,7410,"registered"
"1301",570,"2012-07-23","summer",1,7,0,"Mon",1,1,0.741667,0.690017,0.694167,0.138683,5831,6966,"registered"
"1302",571,"2012-07-24","summer",1,7,0,"Tues",1,1,0.750833,0.70645,0.655,0.211454,6452,7592,"registered"
"1303",572,"2012-07-25","summer",1,7,0,"Wed",1,1,0.724167,0.654054,0.45,0.1648,6790,8173,"registered"
"1304",573,"2012-07-26","summer",1,7,0,"Thu",1,1,0.776667,0.739263,0.596667,0.284813,5825,6861,"registered"
"1305",574,"2012-07-27","summer",1,7,0,"Fri",1,1,0.781667,0.734217,0.594583,0.152992,5645,6904,"registered"
"1306",575,"2012-07-28","summer",1,7,0,"Sat",0,1,0.755833,0.697604,0.613333,0.15735,4451,6685,"registered"
"1307",576,"2012-07-29","summer",1,7,0,"Sun",0,1,0.721667,0.667933,0.62375,0.170396,4444,6597,"registered"
"1308",577,"2012-07-30","summer",1,7,0,"Mon",1,1,0.730833,0.684987,0.66875,0.153617,6065,7105,"registered"
"1309",578,"2012-07-31","summer",1,7,0,"Tues",1,1,0.713333,0.662896,0.704167,0.165425,6248,7216,"registered"
"1310",579,"2012-08-01","summer",1,8,0,"Wed",1,1,0.7175,0.667308,0.6775,0.141179,6506,7580,"registered"
"1311",580,"2012-08-02","summer",1,8,0,"Thu",1,1,0.7525,0.707088,0.659583,0.129354,6278,7261,"registered"
"1312",581,"2012-08-03","summer",1,8,0,"Fri",1,2,0.765833,0.722867,0.6425,0.215792,5847,7175,"registered"
"1313",582,"2012-08-04","summer",1,8,0,"Sat",0,1,0.793333,0.751267,0.613333,0.257458,4479,6824,"registered"
"1314",583,"2012-08-05","summer",1,8,0,"Sun",0,1,0.769167,0.731079,0.6525,0.290421,3757,5464,"registered"
"1315",584,"2012-08-06","summer",1,8,0,"Mon",1,2,0.7525,0.710246,0.654167,0.129354,5780,7013,"registered"
"1316",585,"2012-08-07","summer",1,8,0,"Tues",1,2,0.735833,0.697621,0.70375,0.116908,5995,7273,"registered"
"1317",586,"2012-08-08","summer",1,8,0,"Wed",1,2,0.75,0.707717,0.672917,0.1107,6271,7534,"registered"
"1318",587,"2012-08-09","summer",1,8,0,"Thu",1,1,0.755833,0.699508,0.620417,0.1561,6090,7286,"registered"
"1319",588,"2012-08-10","summer",1,8,0,"Fri",1,2,0.715833,0.667942,0.715833,0.238813,4721,5786,"registered"
"1320",589,"2012-08-11","summer",1,8,0,"Sat",0,2,0.6925,0.638267,0.732917,0.206479,4052,6299,"registered"
"1321",590,"2012-08-12","summer",1,8,0,"Sun",0,1,0.700833,0.644579,0.530417,0.122512,4362,6544,"registered"
"1322",591,"2012-08-13","summer",1,8,0,"Mon",1,1,0.720833,0.662254,0.545417,0.136212,5676,6883,"registered"
"1323",592,"2012-08-14","summer",1,8,0,"Tues",1,1,0.726667,0.676779,0.686667,0.169158,5656,6784,"registered"
"1324",593,"2012-08-15","summer",1,8,0,"Wed",1,1,0.706667,0.654037,0.619583,0.169771,6149,7347,"registered"
"1325",594,"2012-08-16","summer",1,8,0,"Thu",1,1,0.719167,0.654688,0.519167,0.141796,6267,7605,"registered"
"1326",595,"2012-08-17","summer",1,8,0,"Fri",1,1,0.723333,0.2424,0.570833,0.231354,5665,7148,"registered"
"1327",596,"2012-08-18","summer",1,8,0,"Sat",0,1,0.678333,0.618071,0.603333,0.177867,5038,7865,"registered"
"1328",597,"2012-08-19","summer",1,8,0,"Sun",0,2,0.635833,0.603554,0.711667,0.08645,3341,4549,"registered"
"1329",598,"2012-08-20","summer",1,8,0,"Mon",1,2,0.635833,0.595967,0.734167,0.129979,5504,6530,"registered"
"1330",599,"2012-08-21","summer",1,8,0,"Tues",1,1,0.649167,0.601025,0.67375,0.0727708,5925,7006,"registered"
"1331",600,"2012-08-22","summer",1,8,0,"Wed",1,1,0.6675,0.621854,0.677083,0.0702833,6281,7375,"registered"
"1332",601,"2012-08-23","summer",1,8,0,"Thu",1,1,0.695833,0.637008,0.635833,0.0845958,6402,7765,"registered"
"1333",602,"2012-08-24","summer",1,8,0,"Fri",1,2,0.7025,0.6471,0.615,0.0721458,6257,7582,"registered"
"1334",603,"2012-08-25","summer",1,8,0,"Sat",0,2,0.661667,0.618696,0.712917,0.244408,4224,6053,"registered"
"1335",604,"2012-08-26","summer",1,8,0,"Sun",0,2,0.653333,0.595996,0.845833,0.228858,3772,5255,"registered"
"1336",605,"2012-08-27","summer",1,8,0,"Mon",1,1,0.703333,0.654688,0.730417,0.128733,5928,6917,"registered"
"1337",606,"2012-08-28","summer",1,8,0,"Tues",1,1,0.728333,0.66605,0.62,0.190925,6105,7040,"registered"
"1338",607,"2012-08-29","summer",1,8,0,"Wed",1,1,0.685,0.635733,0.552083,0.112562,6520,7697,"registered"
"1339",608,"2012-08-30","summer",1,8,0,"Thu",1,1,0.706667,0.652779,0.590417,0.0771167,6541,7713,"registered"
"1340",609,"2012-08-31","summer",1,8,0,"Fri",1,1,0.764167,0.6894,0.5875,0.168533,5917,7350,"registered"
"1341",610,"2012-09-01","summer",1,9,0,"Sat",0,2,0.753333,0.702654,0.638333,0.113187,3788,6140,"registered"
"1342",611,"2012-09-02","summer",1,9,0,"Sun",0,2,0.696667,0.649,0.815,0.0640708,3197,5810,"registered"
"1343",612,"2012-09-03","summer",1,9,1,"Mon",0,1,0.7075,0.661629,0.790833,0.151121,4069,6034,"registered"
"1344",613,"2012-09-04","summer",1,9,0,"Tues",1,1,0.725833,0.686888,0.755,0.236321,5997,6864,"registered"
"1345",614,"2012-09-05","summer",1,9,0,"Wed",1,1,0.736667,0.708983,0.74125,0.187808,6280,7112,"registered"
"1346",615,"2012-09-06","summer",1,9,0,"Thu",1,2,0.696667,0.655329,0.810417,0.142421,5592,6203,"registered"
"1347",616,"2012-09-07","summer",1,9,0,"Fri",1,1,0.703333,0.657204,0.73625,0.171646,6459,7504,"registered"
"1348",617,"2012-09-08","summer",1,9,0,"Sat",0,2,0.659167,0.611121,0.799167,0.281104,4419,5976,"registered"
"1349",618,"2012-09-09","summer",1,9,0,"Sun",0,1,0.61,0.578925,0.5475,0.224496,5657,8227,"registered"
"1350",619,"2012-09-10","summer",1,9,0,"Mon",1,1,0.583333,0.565654,0.50375,0.258713,6407,7525,"registered"
"1351",620,"2012-09-11","summer",1,9,0,"Tues",1,1,0.5775,0.554292,0.52,0.0920542,6697,7767,"registered"
